Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,department_Kids Unisex,department_Men,department_Unisex,department_Women,concentration_EDC,concentration_EDP,concentration_EDT,concentration_Oil,concentration_PDT
476,BURBERRY,My Burberry,494.0,179.0,50,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
477,DORALL COLLECTION,Love You Like Crazy,25.0,7.25,100,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",4.5,B.A.G,3.7,14.1K,False,False,False,True,False,False,True,False,False
478,TRUSSARDI,Extreme,462.0,127.95,100,EDT,Men,Woody,Vetiver and Patchouli,"Fruity-Gourmand, Dark Plum and Powdery Iris",5.0,Perfumes-shop,3.9,537,False,True,False,False,False,False,True,False,False
479,VERSACE,Versace Pour Homme,405.0,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",4.7,King-Perfume,3.8,450,False,True,False,False,False,False,True,False,False
480,MING NA,Beibei Bear Blue Par,20.9,20.9,50,EDP,Kids Unisex,Floral,"Patchouli, Earthy, Dry Amber","Sandalwood, Peppery, Lavender",4.9,Royal Scent,3.5,244,True,False,False,False,False,True,False,False,False
481,Roberto Cavalli,Paradiso,500.0,165.0,75,EDP,Women,Woody,"Pine Tree, Cypress and Laurels",Jasmine,4.6,hadayiq baris,3.8,122,False,False,False,True,False,True,False,False,False
482,LALIQUE,Encre Noire,165.0,140.0,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.9,23,False,True,False,False,False,False,True,False,False
483,AZZARO,Visit,156.0,106.0,100,EDT,Men,Woody,"Gray Amber, And Musk","Lebanese Cedar, Guaiac Tree, And Incense",4.3,Beautiful Live,412.0,7,False,True,False,False,False,False,True,False,False
484,Calvin Klein,Escape,235.0,96.25,100,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss and Vetiver","Rosemary, Cypress, Fir, Sage, Birch and Sea notes",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
485,TRUSSARDI,My Name,308.0,228.0,50,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,4.6,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
486,S.T.Dupont,Passenger,310.0,106.15,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk And Sandalwood","Cyclamen, Rose, Gardenia And White Peach",4.9,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
487,Calvin Klein,Beauty,150.0,106.45,100,EDP,Women,Floral,Cedarwood,Jasmine,4.8,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
488,GUESS,Guess,113.0,103.6,100,EDT,Women,Woody,"Australian Sandalwood, Musk and Vanilla","Peony, Violet and Jasmine",5.0,Star.perfume,3.9,537,False,False,False,True,False,False,True,False,False
489,HUGO BOSS,Bottled Intense,426.0,157.85,100,EDP,Men,Spicy,"Sandalwood, Cedar, Vetiver, Vanilla","Geranium, Cloves, Cinnamon",4.5,AMLAQ,3.9,135,False,True,False,False,False,True,False,False,False
490,Rasasi,Royale,43.25,43.25,75,EDT,Men,Spicy,Aromatic Scents,Delicate Musk Fragrance,4.0,neo lek,3.5,88,False,True,False,False,False,False,True,False,False
491,Estee Lauder,Private Collection,505.0,197.0,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber And Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang And Coriander",5.0,Royal Scent,3.9,69,False,False,False,True,False,True,False,False,False
492,armani,Because It's You by Emporio,427.0,154.7,100,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,5.0,Asrar Aljamal,3.8,66,False,False,False,True,False,True,False,False,False
493,BURBERRY,The Beat,280.0,150.0,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,4.2,61,False,False,False,True,False,True,False,False,False
494,Lattafa,Rouat Al Oud,99.0,45.0,100,EDP,Women,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",5.0,Rihanna World Store,4.4,8,False,False,False,True,False,True,False,False,False
495,Yves Saint Laurent,La Nuit De L`Homme,536.0,314.0,100,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",5.0,The first fragrance,412.0,7,False,True,False,False,False,False,True,False,False
496,Ajmal,Blu,177.0,139.95,90,EDP,Men,Fresh,"Sandalwood, Musk and Amber","Lotus, Jasmine",4.0,noon,4.2,98.1K,False,True,False,False,False,True,False,False,False
497,Mont Blanc,Legend,220.0,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
498,HERMES,Terre D' Hermes,474.0,173.0,100,EDT,Men,Citrus,"woody notes, patchouli and cedar",geranium,3.9,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
499,HUGO BOSS,Bottled Tonic,376.0,124.9,100,EDT,Men,Citrus,"Woodsy Notes, Vetiver","Ginger, Cinnamon, Cloves, Geranium",4.1,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
500,Roberto Cavalli,Dupont,360.0,120.0,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanille",African Orange Flower,4.6,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
501,BURBERRY,Burberry Body,13.0,8.5,2,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",4.0,Princess of beauty,3.8,467,False,False,False,True,False,False,True,False,False
502,BENTLEY,Intense,169.0,128.0,100,EDP,Men,Spicy,"Leather, Benzoin, Incense, Cedar and Patchouli","Clary Sage, African Geranium, Cinnamon, Rum and Wood",4.3,Parisian Store,3.9,425,False,True,False,False,False,True,False,False,False
503,BURBERRY,My Burberry,700.0,197.95,90,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",4.7,Grass gulf,3.9,135,False,False,False,True,False,True,False,False,False
504,Estee Lauder,Private Collection,330.0,219.4,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",5.0,Golden Perfumesعطر أصلي 100 %,3.6,111,False,False,False,True,False,True,False,False,False
505,LALIQUE,Encre Noire,485.0,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,3.7,76,False,True,False,False,False,False,True,False,False
506,Yves Saint Laurent,Rive Gauche Homme,560.0,560.0,80,EDT,Men,Aromatic,Gaiac Wood,Patchouli And Vetiver,4.7,Abu Al Tayyeb Perfumes,3.5,63,False,True,False,False,False,False,True,False,False
507,LANVIN PARIS,Modern Princess,356.0,174.0,90,EDP,Women,Floral,"White Musk, White Woods, Vanilla orchid","Jasmine, Freesia",5.0,Ryhana Perfume,4.2,25,False,False,False,True,False,True,False,False,False
508,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361.0,186.0,50,EDT,Men,Citrus,"Patchouli, Oakmoss and Sandalwood","Cloves, Lily and Nutmeg",4.7,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
509,Nikos,Sculpture Homme,220.0,52.95,100,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
510,DAVIDOFF,The Brilliant Game,215.0,93.75,100,EDT,Men,Arabian,Sensual Addiction Of The Tonka Bean Note,Charismatic Virility Of A Cedarwood,4.2,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
511,BURBERRY,London,370.0,172.5,100,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",4.7,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442.0,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.7,319,False,False,False,True,False,False,True,False,False
513,Parfums Gres,Cabotine,135.0,75.0,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk And Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet And Iris",4.8,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
514,Elizabeth Arden,Green Tea,77.0,72.95,100,EDP,Women,Citrus,"Caraway, Amber, Musk, By Green Tea , Jasmine, Cloves, Oakmoss And Celery Seeds","Carnation, Musk,jasmine, Oakmoss, Amber And white Fennel",5.0,Golden Perfumesعطر اصلي 100 %,3.6,111,False,False,False,True,False,True,False,False,False
515,Van Cleef & Arpels,Ambre Imperial,730.0,479.0,75,EDP,Unisex,Woody,Woodsy Notes,"Tonka Bean, Vanilla, Amber, Benzoin",5.0,PARFUM.1990,3.8,76,False,False,True,False,False,True,False,False,False
516,LANVIN PARIS,L'Homme Sport,170.0,149.45,100,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss And Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid And Cloves",4.0,Parvant Store,3.8,76,False,True,False,False,False,False,True,False,False
517,J.CASANOVA,Pandora,79.95,79.95,50,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",5.0,VIP.PARFUME,3.5,75,False,False,False,True,False,True,False,False,False
518,HUGO BOSS,Femme,316.0,139.95,75,EDP,Women,Floral,Apricot And Lemon Wood.,"Jasmine And Fleur De Lys, Bulgarian Rose",4.8,Grass gulf,3.9,69,False,False,False,True,False,True,False,False,False
519,Calvin Klein,Secret Obsession,202.0,163.95,100,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla and Sandalwood","Jasmine, Orange Flower and Tuberose",5.0,Chansles,3.9,33,False,False,False,True,False,True,False,False,False
520,AZZARO,Wanted,365.0,196.2,100,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",5.0,noon,4.2,98.4K,False,True,False,False,False,False,True,False,False
521,Kenneth Cole,Black,315.0,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf And Suede","Nutmeg, Incense, Cedar, Lotus And Exotic Woods",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
522,CARTIER,La Panthere,693.0,249.25,75,EDP,Women,Fruity,"Oakmoss, Musk, Leather, Patchouli","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.3,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
523,adidas,Victory League,77.0,30.55,100,EDT,Men,Vanilla,"Cedarwood,Vanilla and Musk","Lavender, Pear and Cinnamon",4.6,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
524,S.T.Dupont,Dupont,221.0,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae And Amber","Essence Of Birch, Iris And Cedar Wood",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
525,PENHALIGON'S,Portraits George,2350.0,886.0,75,EDP,Men,Woody,Tonka Beans,Shaving Soap,5.0,Beuatyone1,4.2,1.3K,False,True,False,False,False,True,False,False,False
526,BURBERRY,London,241.0,140.0,50,EDP,Women,Floral,"Sandalwood, Musk and Patchouli","Tiare Flower, Jasmine and Peony and a Hint of Fresh Clementine Zest",4.6,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
527,HUGO BOSS,Bottled Unlimited,373.0,126.0,100,EDT,Men,Vanilla,Sandalwood And Musk,Pineapple And Rose,4.4,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
528,CHANEL,Bleu De Chanel,920.0,245.0,100,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",4.8,The smart store,3.7,319,False,True,False,False,False,False,True,False,False
529,Laura Biagiotti,Roma Uomo,289.0,173.8,125,EDT,Men,Citrus,"Cedarwood, Patchouli, Sandalwood and Benzoin","Jasmine, Heliotrope, Juniperberry and Balsam Fir",4.5,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
530,Juicy Couture,Viva La Juicy,151.8,151.8,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.8,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
531,joop,Homme,170.0,60.0,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lili of the valley, heliotrope",3.5,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
532,NARCISO RODRIGUEZ,Narciso Rodriguez,436.0,207.0,50,EDP,Women,Floral,"Patchouli,Sandalwood","Amber,Musk",5.0,Ahmed Mohamed Abbas Abbas Trading Est,4.2,98,False,False,False,True,False,True,False,False,False
533,Dolce & Gabbana,3 L'Imperatrice,640.0,157.65,100,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",4.0,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
534,PRADA,Amber Intense,324.0,321.95,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,noon,4.2,98.1K,False,True,False,False,False,True,False,False,False
535,CHOPARD,Wish,210.0,83.9,75,EDP,Women,Arabian,"Voluptuous Sensuality, Living Temple Incense, Amber, Vanilla Bean, Toffee, Tonka Bean","Floral Bouquet, Living Patchouli Flower, Magnolia, Jasmine, Living Osmanthus Flower",4.8,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
536,AZZARO,Visit,310.0,110.0,100,EDT,Men,Woody,"Amber, musk","Labdanum, guaiac wood, incense, cedar",1.0,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
537,Rasasi,Blue Lady,59.0,27.0,40,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber And Musk","Peach, Plum, Narcissus And Jasmine",4.5,Kathya,3.8,116,False,False,False,True,False,True,False,False,False
538,CHANEL,Bleu De Chanel,930.0,374.0,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,3.9,66,False,True,False,False,False,True,False,False,False
539,MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.9,16.9,25,EDP,Women,Jasmine,balsamic,bakhoor,5.0,warddah,3.7,56,False,False,False,True,False,True,False,False,False
540,GUESS,Dare,92.0,79.9,100,EDT,Men,Spicy,"Musk, Patchouli And Cedar Wood","Flowers Herb Shepherd, Cashmere and Jasmine",4.3,Noor,3.6,27,False,True,False,False,False,False,True,False,False
541,Mancera,Musky Garden,396.0,297.65,120,EDP,Women,Floral,"White Musk, Blackberry, Raspberry and Amber","Iris, Bulgarian Rose, Indian Jasmine and Patchouli Leaf",5.0,Tiffany,4.3,22,False,False,False,True,False,True,False,False,False
542,LACOSTE,Eau De Lacoste,420.0,139.0,90,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla and Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose and Orange Flower",4.6,Beautiful Live,3.8,7,False,False,False,True,False,True,False,False,False
543,Geoffrey Beene,Grey Flannel,105.0,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5.0,Beautiful Live,3.9,7,False,True,False,False,False,False,True,False,False
544,BURBERRY,Burberry Body,499.0,148.3,85,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber And Vanilla",Roses And Iris,5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
545,JAGUAR,Classic,120.0,63.75,100,EDT,Men,Arabian,"Sandalwood, Benzoin And White Musk","Ginger, Orange Blossom And Lotus",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
546,DAVIDOFF,Cool Water,150.0,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
547,GUESS,Marciano,111.0,83.3,100,EDP,Women,Citrus,"Vanilla, Musk And Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",4.4,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
548,jennifer lopez,Still,330.0,108.3,100,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",4.0,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
549,Armaf,Club De Nuit Intense,210.0,190.0,200,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",5.0,Attractive perfume,3.5,244,False,True,False,False,False,True,False,False,False
550,Genie,1029 Collection,36.0,14.4,25,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",4.0,moon perfume,3.7,199,False,False,False,True,False,True,False,False,False
551,cacharel,Anais Anais Loriginal,157.1,157.1,50,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk and Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine and Ylang-Ylang",4.5,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
552,HOUBIGANT,Quelques Fleurs L'Original,599.0,285.0,100,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
553,Dolce & Gabbana,The One Royal Night,630.0,290.75,100,EDP,Men,Woody,"Sandalwood, Cedar, Amber and Labdanum",Pear Wood and Nutmeg,5.0,AMLAQ,3.9,135,False,True,False,False,False,True,False,False,False
554,Givenchy,Xeryus Rouge,259.0,199.0,100,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense and cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain and geranium",4.4,Brides Palace,3.5,32,False,True,False,False,False,False,True,False,False
555,Ajmal,Sacrifice,153.0,70.0,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,3.5,27,False,False,False,True,False,True,False,False,False
556,Estee Lauder,Beautiful,570.0,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",4.6,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
557,Armaf,Club De Nuit Intense Man,162.0,124.3,105,EDT,Men,Citrus,"Amber, Agarwood, Vanilla And Patchouli","Caraway, Nutmeg, Violet And Pepper",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
558,Mancera,Roses Vanille,485.0,248.85,120,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
559,DORALL COLLECTION,DC,29.0,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4.0,B.A.G,3.7,14.1K,False,True,False,False,False,False,True,False,False
560,COACH,New York,5.6,5.6,2,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",4.7,Princess of beauty,3.8,467,False,True,False,False,False,False,True,False,False
561,GIORGIO ARMANI,Code,513.0,265.0,75,EDT,Men,Citrus,"Tobacco, Leather and Tonka Bean",Olive Flower Spiced With Star Anise,5.0,goldiaa,4.1,135,False,True,False,False,False,False,True,False,False
562,Van Cleef & Arpels,First,300.0,171.5,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5.0,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
563,LOEWE,Esencia,529.0,200.0,100,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",4.5,Parfume-Stor,4.3,118,False,True,False,False,False,False,True,False,False
564,Parfums De Marly,Delina Exclusive,1696.0,785.0,75,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",4.0,Golden Perfumesعطر أصلي 100 %,3.6,111,False,False,False,True,False,True,False,False,False
565,ESCADA,Especially Elixir,283.0,198.5,75,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere and Dry Amber","Ylang Ylang, Turkish Rose and Plums",4.3,ثروة الجمال,3.8,78,False,False,False,True,False,True,False,False,False
566,JAGUAR,Classic Blue,290.0,67.0,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.2,59,False,True,False,False,False,False,True,False,False
567,NICOLAI,Patchouli Intense,1714.0,653.65,100,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",5.0,noon,4.2,98.4K,False,False,True,False,False,True,False,False,False
568,COACH,Floral,357.0,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
569,VERSACE,The Dreamer,499.0,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
570,Aramis,900 Herbal Spray,179.0,100.0,100,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",4.0,Star.perfume,3.9,537,False,True,False,False,True,False,False,False,False
571,Fendi,L'Acquarossa,430.0,238.5,75,EDP,Women,Musk,Red Cedar White Musk And Patchouli,"Lantana Flower,  Rose Orange Blossom And Magnolia",5.0,top langri,3.7,347,False,False,False,True,False,True,False,False,False
572,Roberto Cavalli,Florence,405.0,139.5,50,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",4.4,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
573,Dolce & Gabbana,Light Blue,476.0,220.25,100,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss",Jasmine And White Rose,4.5,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
574,Estee Lauder,Pleasures Intense,410.0,259.9,100,EDP,Women,Floral,"Maple,VanillaStyrax,Benzoin","Lily,Tiare Flower,Jasmine,Moroccan Rose",4.6,Y,3.5,75,False,False,False,True,False,True,False,False,False
575,Ajmal,Wisal,58.0,58.0,50,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,5.0,alkhalijiah  perfume,3.5,75,False,False,False,True,False,True,False,False,False
576,Dior,Sauvage,770.0,337.9,100,EDP,Men,Arabian,"Ambroxan, Vanilla","Sichaun Pepper, Lavender, Star Anise, Nutmeg",4.0,ثروة الجمال,3.7,66,False,True,False,False,False,True,False,False,False
577,S.T.Dupont,Passenger,294.0,99.0,100,EDT,Men,Spicy,"Paraguayan Lignum Vitae, Indonesian Patchouli, Laotian Benzoin And Copper Accords","Indian Ginger,  Guatemalan Cardamom, Mauritanian Red Pepper And Lavender",5.0,London store,3.7,23,False,True,False,False,False,False,True,False,False
578,BVLGARI,Goldea The Roman Night Absolute,536.0,261.5,75,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",4.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
579,HUGO BOSS,Hugo,395.0,99.0,125,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",4.5,Cute Shop,4.2,98,False,True,False,False,False,False,True,False,False
580,BVLGARI,Petits Et Mamans,254.0,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
581,DORALL COLLECTION,Eternally Hot,29.0,8.0,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,3.7,14.1K,False,False,False,True,False,False,True,False,False
582,Dunhill,Desire,111.0,54.95,30,EDT,Men,Fresh,"Vanilla, Musk And Labdanum","Rose, Teakwood And Patchouli",4.8,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
583,marbert man,Marbert Man,134.0,68.8,125,EDT,Men,Woody,"Musk, Sandalwood, Cedar, Oakmoss","Carnation, Cinnamon, White Honey",3.3,VIP.PARFUME,3.6,113,False,True,False,False,False,False,True,False,False
584,AVON,Always,84.0,84.0,50,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,5.0,neo lek,3.5,88,False,False,False,True,False,True,False,False,False
585,Aramis,Brown,161.0,94.15,110,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver and Sandalwood",5.0,VIP.PARFUME,3.8,76,False,True,False,False,False,False,True,False,False
586,GUESS,By Marciano,128.0,109.95,100,EDP,Women,Floral,"Musk, Vanilla and Woody Notes","Peony, Jasmine and Honeysuckle",5.0,Parvant Store,3.8,76,False,False,False,True,False,True,False,False,False
587,LALIQUE,Encre Noire,485.0,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,4.2,59,False,True,False,False,False,False,True,False,False
588,GIORGIO ARMANI,Si Passione,630.0,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood and Patchouli","Heliotrope, Pine Apple, Jasmine and Rose",4.8,Parfume-Stor,3.9,33,False,False,False,True,False,True,False,False,False
589,CARTIER,Declaration Essence,478.0,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
590,Sedr Al-Khaleej Perfumes,For Ever,34.85,34.85,100,EDP,Men,Fresh,"Woody, Musk, Amber","Praline, Cardamom, Cinnamon",4.0,noon,4.2,98.1K,False,True,False,False,False,True,False,False,False
591,Givenchy,Organza,550.0,251.65,100,EDP,Women,Arabian,"Guaiac Wood, Woodsy Notes, Virginia Cedar, Amber, Vanilla","Peony, Walnut, Iris, Jasmine, Tuberose, Honeysuckle",4.8,noon100% Genuine Product,4.2,98.1K,False,False,False,True,False,True,False,False,False
592,Roberto Cavalli,Uomo,452.0,126.0,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
593,DKNY,Be Delicious Red,375.0,314.9,100,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",4.6,the beauty,4.1,538,False,False,False,True,False,True,False,False,False
